customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
4130-MZLCC,No,2023-12-01,Month-to-month,No,Bank transfer (automatic),Yes, Monthly  ,Yes, No  ,Yes,No,DSL,No,Yes,No,No,No,No,Yes,Yes,Yes,No,female,0.0,No,No,College,2.0,Self-employed,60–100k,50.55,151.41,3.0,2.0
6390-DSAZX,Yes,2023-12-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,Yes,No,Fiber optic,YES ,No,No,No,No,No,Yes,No,No,Yes,female,0.0,No,Yes,Bachelor,3.0,Self-employed,>150k,73.6,241.98,6.0,2.0
6745-JEFZB,No,2023-12-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,91.5,327.96,6.0,2.0
1343-EHPYB,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,103.4,334.56,0.0,1.0
3577-AMVUX,No,2023-12-01,Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,Yes,No,DSL,No,No,Yes, Yes  ,No,No,No,No,Yes,No,male,0.0,No,No,College,3.0,Self-employed,60–100k,55.05,108.73,0.0,2.0
1452-VOQCH,No,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,No,No,male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,75.1,236.84,4.0,3.0
6227-HWPWX,Yes,2023-12-01,Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,No,Yes,No,No,female,0.0,No,Yes,Bachelor,2.0,Self-employed,>150k,69.0,288.0,5.0,2.0
7783-YKGDV,Yes,2023-12-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,99.7,288.14,1.0,1.0
7531-GQHME,No,2023-12-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,male,0.0,No,No,College,2.0,Self-employed,60–100k,20.05,28.29,0.0,2.0
5394-MEITZ,No,2023-12-01,Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,Yes,Yes,College,3.0,Retired,100–150k,80.6,226.35,7.0,3.0
2640-LYMOV,No,2023-12-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,Yes,No,No,No internet service,No internet servife,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,male,0.0,No,No,College,2.0,Self-employed,60–100k,19.65,14.9,0.0,3.0
0374-FIUCA,No,2023-12-01,Two year,Yes,Credit card (automatic),No,Quarter,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,male,0.0,Yes,No,College,2.0,Self-employed,60–100k,20.4,10.52,5.0,3.0
0195-IESCP,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,Yes,Fiber optic,yes,No,No,No,No,Yes,Yes,Yes,No,Yes,male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,85.25,359.76,0.0,1.0
2826-UWHIS,No,2023-12-01,Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,No,Yes,male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,81.4,285.76,4.0,2.0
7503-MIOGA,No,2023-12-01,Two year,Yes,Bank transfer (automatic),Yes,Quarter,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,female,1.0,Yes,No,College,2.0,Retired,100–150k,89.85,119.45,9.0,2.0
5684-FJVYR,No,2023-12-01,Two year, Yes  ,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,female,0.0,Yes,Yes,Bachelor,5.0,Retired,>150k,90.35,308.72,7.0,3.0
3009-JWMPU,Yes,2023-12-01,One year,Yes,Electronic check,No,Annual,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,96.75,310.38,0.0,2.0
4625-LAMOB,No,2023-12-01,Two year,No,Credit card (automatic),No,Semiann,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,male,0.0,No,No,College,2.0,Self-employed,60–100k,20.4,60.38,3.0,3.0
5275-PMFUT,No,2023-12-01,Two year,Yes,Credit card (automatic),No,Monthly,No,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,male,0.0,Yes,Yes,College,3.0,Retired,100–150k,64.8,167.07,7.0,3.0
2267-FPIMA,No,2023-12-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,94.4,273.47,4.0,2.0
5149-TGWDZ,No,2023-12-01,One year,Yes,Mailed check,No,Quarter,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,female,0.0,No,No,Bachelor,2.0,Retired,>150k,104.55,386.84,0.0,2.0
6461-PPAXN,No,2023-12-01,One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,No,No,female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,54.95,107.3,8.0,2.0
3234-VKACU,No,2023-12-01,Month-to-month,No,Electronic check,Yes,Monthly,No,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,College,2.0,Self-employed,100–150k,70.3,235.67,5.0,2.0
9391-TTOYH,No,2023-12-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,female,0.0,No,No,College,1.0,Self-employed,60–100k,19.5,31.55,1.0,1.0
9948-YPTDG,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,79.45,317.28,8.0,2.0
6921-OZMFH,No,2023-12-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,male,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,55.7,143.2,0.0,2.0
1459-QNFQT,No,2023-12-01,Two year,No,Bank transfer (automatic),Yes,Monthly,No,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,59.5,220.0,12.0,3.0
7126-RBHSD,No,2023-12-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,Ges,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,No,No,Yes,female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,78.9,204.96,8.0,1.0
2294-DMMUS,No,2023-12-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,female,0.0,Yes,Yes,College,4.0,Retired,100–150k,70.45,228.97,7.0,2.0
4187-CINZD,Yes,2023-12-01,One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,female,1.0,No,No,College,1.0,Retired,100–150k,95.25,290.68,0.0,ORPH-6e87501c
1725-MIMXW,Yes,2023-12-01,Month-to-month,Yes,Mailed check,Yes,Monthly,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,No,male,0.0,No,Yes,College,3.0,Self-employed,60–100k,19.45,45.41,3.0,3.0
3838-OZURD,Yes,2023-12-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,105.0,339.33,6.0,1.0
7943-RQCHR,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,94.75,370.37,0.0,1.0
0562-KBDVM,No,2023-12-01,Two year,Yes,Bank transfer (automatic),No,Quarter,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,female,0.0,No,No,College,1.0,Self-employed,60–100k,44.6,149.55,6.0,3.0
3131-NWVFJ,No,2023-12-01,One year,No,Mailed check,No,Quarter,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,female,0.0,Yes,Yes,College,4.0,Employed,60–100k,19.55,0.0,9.0,3.0
0506-LVNGN,Yes,2023-12-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,No,Yes,female,1.0,No,No,College,2.0,Retired,100–150k,75.55,167.77,6.0,2.0
6281-FKEWS,No,2023-12-01,One year,Yes,Electronic check,Yes,Monthly,Yes,Yes,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,female,0.0,No,No,College,1.0,Self-employed,60–100k,49.05,238.15,0.0,3.0
1728-CXQBE,No,2023-12-01,Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,male,1.0,Yes,No,College,2.0,Retired,100–150k,94.25,247.73,0.0,2.0
7881-EVUAD,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,No, Yes  ,No,Yes,female,0.0,No,No,College,1.0,Self-employed,60–100k,42.6,131.99,5.0,1.0
5071-FBJFS,No,2023-12-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,No,female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,50.3,175.18,2.0,3.0
9818-XQCUV,No,2023-12-01,Month-to-month,No,Mailed check,Yes,Monthly,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,female,0.0,No,No,College,1.0,Employed,60–100k,20.35,80.11,7.0,2.0
5930-GBIWP,No,2023-12-01,Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes, Yes  ,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,male,0.0,No,No,College,1.0,Retired,100–150k,81.5,122.48,6.0,2.0
4690-LLKUA,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,Yes,No,DSL,No,No,No,No,No,No,Yes,No,Yes,Yes,male,1.0,No,No,HighSchool,1.0,Retired,60–100k,45.05,91.34,0.0,3.0
3500-NSDOA,No,2023-12-01,Two year,No,Credit card (automatic),No,Monthly,No,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,70.8,149.59,13.0,2.0
6223-DHJGV,No,2023-12-01,One year,Yes,Mailed check,No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,female,0.0,No,No,College,1.0,Self-employed,60–100k,20.65,1.26,0.0,3.0
2081-VEYEH,No,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,1.0,Retired,>150k,107.95,360.88,4.0,3.0
9804-ICWBG,Yes,2023-12-01,two year,Yes,Electronic check,Yes,Monthly,YeX,No,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,69.9,187.28,3.0,2.0
5091-HFAZW,No,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,No,Fiber optic,Yes,Yes,No, No  ,Yes,No,Yes,Yes,No,Yes,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,91.15,302.69,3.0,3.0
9350-ZXYJC,No,2023-12-01,Two year,Yes,Credit card (automatic),No,Semiann,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service, No internet service  ,No,Yes,Yes,Yes,female,0.0,No,No,College,2.0,Self-employed,60–100k,25.3,40.07,2.0,3.0
4143-HHPMK,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,NO ,Yes,No,Yes,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,85.35,279.51,4.0,3.0
3946-MHCZW,Yes,2023-12-01,Month-to-month,No,Mailed check,Yes,Monthly,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Yes,No,Yes,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,50.9,89.25,2.0,2.0
2208-MPXIO,No,2023-12-01,Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,20.0,51.19,2.0,2.0
7694-VLBWQ,Yes,2023-12-01,One year,No,Electronic check,No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,104.1,321.03,2.0,1.0
6298-QDFNH,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,79.35,260.45,1.0,2.0
7483-IQWIB,No,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,male,0.0,Yes,Yes,Bachelor,6.0,Self-employed,>150k,92.95,298.05,3.0,1.0
9805-FILKB,No,2023-12-01,One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,20.2,13.48,2.0,3.0
8532-UEFWH,No,2023-12-01,Two year,No,Mailed check,No,Monthly,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No, No  ,Yes,No,male,0.0,Yes,Yes,College,2.0,Employed,60–100k,0.0,0.0,3.0,3.0
1302-UHBDD,No,2023-12-01,Month-to-month,No,Electronic check,No,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,No,YeV,male,1.0,No,No,College,1.0,Retired,100–150k,89.95,256.42,3.0,2.0
8069-RHUXK,No,2023-12-01,Two year,No,Credit card (automatic),Yes,Monthly,No,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,female,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,35.7,168.04,5.0,3.0
6177-PEVRA,No,2023-12-01,Two year,YES ,Credit card (automatic),Yes,Semiann,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,female,0.0,No,No,College,1.0,Self-employed,60–100k,55.5,168.05,3.0,ORPH-211c063d
7928-VJYAB,No,2023-12-01,Month-to-month,No,Electronic check,Yes,Monthly,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,90.6,346.6,3.0,2.0
4094-NSEDU,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,female,1.0,No,No,College,2.0,Retired,100–150k,94.25,295.96,3.0,2.0
2450-ZKEED,No,2023-12-01,One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Yes,No,No,Yes,female,0.0,No,No,College,2.0,Self-employed,60–100k,53.8,110.42,8.0,3.0
8884-MRNSU,No,2023-12-01,One year,No,Bank transfer (automatic),No,Semiann,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,NO INTERNET SERVICE ,No internet service,No,Yes,Yes,No,male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,19.9,52.15,0.0,2.0
7140-ADSMJ,No,2023-12-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yrs,No,Yes,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,20.45,0.0,0.0,2.0
4927-WWOOZ,No,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,91.45,340.76,1.0,2.0
2050-ONYDQ,No,2023-12-01,Two year,No,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,female,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,26.0,0.0,1.0,2.0
8263-QMNTJ,No,2023-12-01,Two year,Yes,Electronic check,No,Monthly,Yes,Yes,Yes,NO PHONE SERVICE ,Fiber optic,Yes,Yes,Yes,Yes, Yes  ,Yes,Yes,Yes,No,Yes,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,115.55,329.39,3.0,3.0
6384-VMJHP,No,2023-12-01,Two year,Yes,Credit card (automatic),Yes,Semiann,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,female,0.0,No,No,College,1.0,Retired,100–150k,73.0,205.15,7.0,2.0
3336-JORSO,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,female,1.0,No,No,Bachelor,2.0,Retired,>150k,110.45,221.57,0.0,3.0
7341-LXCAF,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,74.65,279.28,5.0,2.0
1194-SPVSP,No,2023-12-01,Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,19.65,19.01,1.0,ORPH-83e93771
7009-PCARS,No,2023-12-01,One year,No,Bank transfer (automatic),Yes,Quarter,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,male,0.0,No,Yes,College,2.0,Self-employed,60–100k,19.1,24.21,2.0,3.0
1575-KRZZE,No,2023-12-01,Month-to-month,No,Electronic check,Yes,Monthly,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,No,female,0.0,No,No,College,1.0,Self-employed,60–100k,55.2,116.51,3.0,1.0
6963-EZQEE,No,2023-12-01,Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,male,1.0,Yes,No,College,3.0,Retired,100–150k,88.55,172.39,10.0,2.0
4550-VBOFE,Yes,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,male,1.0,Yes,No,Bachelor,2.0,Retired,>150k,102.95,298.35,0.0,ORPH-0593592e
6164-HAQTX,No,2023-12-01,Two year,No,Bank transfer (automatic),No,Quarter,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,male,0.0,No,No,College,2.0,Self-employed,60–100k,53.95,208.95,6.0,3.0
6214-EDAKZ,Yes,2023-12-01,Month-to-month,No,Electronic check,Yes,Monthly,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,No,No,Yes,No,female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,55.15,86.63,5.0,3.0
5456-ITGIC,No,2023-12-01,Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,male,1.0,Yes,No,College,2.0,Retired,60–100k,64.45,183.72,0.0,3.0
2141-RRYGO,Yes,2023-12-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,No,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,female,0.0,No,No,College,1.0,Retired,100–150k,68.65,221.52,0.0,2.0
5307-DZCVC,Yes,2023-12-01,Month-to-month,Yes,Credit card (automatic),Yes,MONTHLY ,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,No,Yes,No,female,1.0,Yes,No,College,4.0,Retired,100–150k,85.95,157.92,0.0,2.0
1142-WACZW,Yes,2023-12-01,Month-to-month,NO ,Bank transfer (automatic),Yes,Monthly, Yes  ,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Yes,No,No,Yes,male,0.0,No,No,College,2.0,Self-employed,60–100k,29.85,129.43,0.0,4.0
5150-ITWWB,No,2023-12-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,No,male,1.0,No,No,College,1.0,Retired,100–150k,94.85,286.74,0.0,2.0
3890-RTCMS,No,2023-12-01,Month-to-month,Yes,Mailed check,Yes,Monthly, No  ,No,Yes,No,DSL,No,No,No,Yes,No,No,Yes,No,Yes,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,49.45,87.46,1.0,3.0
9620-ENEJV,No,2023-12-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,No,Yes,Yes,No,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,70.55,241.41,0.0,1.0
