gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,customerID
male,0.0,No,No,College,2.0,Employed,60–100k,5948-UJZLF
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,7760-OYPDY
male,0.0,No,No,College,1.0,Retired,100–150k,7639-LIAYI
female,0.0,Yes,Yes,College,2.0,Retired,100–150k,2954-PIBKO
female,1.0,No,No,College,1.0,Retired,100–150k,8012-SOUDQ
female,0.0,No,No,Bachelor,1.0,Retired,>150k,9420-LOJKX
female,1.0,Yes,No,College,3.0,Retired,60–100k,6575-SUVOI
female,1.0,Yes,No,College,2.0,Retired,100–150k,7495-OOKFY
female,1.0,Yes,Yes,College,3.0,Retired,100–150k,4667-QONEA
male,1.0,No,No,College,1.0,Retired,100–150k,1658-BYGOY
female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,8769-KKTPH
male,1.0,Yes,Yes,Bachelor,3.0,Retired,>150k,5067-XJQFU
female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,3957-SQXML
female,0.0,No,No,Bachelor,1.0,Retired,>150k,5954-BDFSG
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,0434-CSFON
male,0.0,No,No,Bachelor,1.0,Retired,>150k,1215-FIGMP
male,0.0,Yes,No,College,2.0,Self-employed,60–100k,0526-SXDJP
female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,0557-ASKVU
female,0.0,No,No,,1.0,Self-employed,>150k,5698-BQJOH
female,0.0,No,No,College,1.0,Self-employed,100–150k,5122-CYFXA
male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,8627-ZYGSZ
female,0.0,No,No,College,1.0,Self-employed,100–150k,3410-YOQBQ
female,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,3170-NMYVV
male,0.0,No,No,Bachelor,3.0,Self-employed,>150k,7410-OIEDU
male,0.0,No,No,College,1.0,Employed,60–100k,2273-QCKXA
female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,0731-EBJQB
male,1.0,Yes,Yes,Bachelor,2.0,Retired,>150k,1891-QRQSA
male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,8028-PNXHQ
female,0.0,No,Yes,College,1.0,Retired,100–150k,5630-AHZIL
female,1.0,No,No,Bachelor,1.0,Retired,>150k,2673-CXQEU
female,0.0,No,No,College,1.0,Self-employed,60–100k,6416-JNVRK
female,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,5590-ZSKRV
male,1.0,No,No,College,1.0,Retired,100–150k,0191-ZHSKZ
female,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,3887-PBQAO
female,0.0,No,Yes,Bachelor,2.0,Self-employed,>150k,5919-TMRGD
female,0.0,No,Yes,College,3.0,Self-employed,60–100k,8108-UXRQN
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,9191-MYQKX
female,0.0,No,No,Bachelor,1.0,Retired,>150k,9919-YLNNG
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,0318-ZOPWS
male,0.0,No,No,Bachelor,1.0,Retired,>150k,4445-ZJNMU
female,0.0,Yes,No,College,3.0,Retired,100–150k,4808-YNLEU
female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,1862-QRWPE
female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,2796-NNUFI
male,0.0,Yes,No,College,3.0,Employed,60–100k,3016-KSVCP
male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,4767-HZZHQ
male,1.0,No,No,College,1.0,Retired,100–150k,2424-WVHPL
female,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,7233-PAHHL
female,0.0,No,No,Bachelor,1.0,Retired,>150k,6067-NGCEU
male,0.0,No,No,Bachelor,1.0,Retired,>150k,9848-JQJTX
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8637-XJIVR
male,0.0,Yes,Yes,College,3.0,Retired,100–150k,9803-FTJCG
male,0.0,No,No,College,1.0,Employed,60–100k,0278-YXOOG
male,0.0,No,,College,2.0,Self-employed,60–100k,3212-KXOCR
female,1.0,Yes,No,College,2.0,Retired,100–150k,4598-XLKNJ
male,0.0,No,No,College,1.0,Employed,60–100k,6380-ARCEH
female,0.0,Yes,Yes,College,2.0,Employed,60–100k,3679-XASPY
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,7123-WQUHX
female,1.0,Yes,No,HighSchool,2.0,Retired,60–100k,5386-THSLQ
male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,3192-NQECA
male,0.0,No,No,College,1.0,Employed,60–100k,6180-YBIQI
female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,6728-DKUCO
female,0.0,No,No,College,2.0,Employed,60–100k,9750-BOOHV
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8597-CWYHH
male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,2848-YXSMW
male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,0486-HECZI
female,0.0,No,No,College,1.0,Self-employed,100–150k,4549-ZDQYY
female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,5712-AHQNN
female,1.0,Yes,No,College,2.0,Retired,100–150k,4846-WHAFZ
female,0.0,Yes,,College,2.0,Self-employed,60–100k,5256-SKJGO
male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,3071-VBYPO
female,0.0,No,No,College,1.0,Self-employed,,9560-BBZXK
female,0.0,Yes,Yes,Bachelor,5.0,Retired,>150k,5299-RULOA
female,0.0,No,No,College,3.0,Employed,60–100k,8402-OOOHJ
male,0.0,Yes,Yes,Bachelor,,Retired,>150k,9445-ZUEQE
female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,1091-SOZGA
female,0.0,No,No,College,1.0,Employed,100–150k,2928-HLDBA
male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,0404-SWRVG
female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,6497-TILVL
female,0.0,Yes,Yes,College,2.0,Employed,60–100k,7219-TLZHO
male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,4622-YNKIJ
female,1.0,No,No,College,1.0,Retired,100–150k,4412-YLTKF
male,0.0,Yes,,College,2.0,Self-employed,60–100k,6734-PSBAW
male,0.0,No,No,College,2.0,Employed,60–100k,3930-ZGWVE
male,1.0,No,No,College,1.0,Retired,60–100k,2639-UGMAZ
female,0.0,No,No,,3.0,Self-employed,60–100k,2876-GZYZC
female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,6207-WIOLX
male,0.0,No,No,College,1.0,Self-employed,60–100k,8587-XYZSF
male,0.0,No,No,College,1.0,Self-employed,60–100k,3091-FYHKI
male,0.0,No,No,College,1.0,Employed,60–100k,2372-HWUHI
female,0.0,No,No,College,1.0,Self-employed,100–150k,7799-LGRDP
female,0.0,No,No,Bachelor,1.0,Retired,>150k,7850-VWJUU
female,0.0,Yes,Yes,College,3.0,Employed,60–100k,3774-VBNXY
male,0.0,No,Yes,College,2.0,Self-employed,60–100k,6217-KDYWC
female,1.0,Yes,No,College,3.0,Retired,100–150k,0390-DCFDQ
female,1.0,Yes,Yes,College,3.0,Retired,100–150k,3146-MSEGF
female,0.0,No,No,College,1.0,Self-employed,100–150k,4080-OGPJL
female,0.0,Yes,No,Bachelor,3.0,Retired,>150k,1095-WGNGG
male,0.0,No,No,Bachelor,1.0,Retired,>150k,2636-SJDOU
male,1.0,Yes,No,HighSchool,2.0,Retired,60–100k,1131-QQZEB
female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,5716-EZXZN
male,0.0,No,No,College,2.0,Employed,60–100k,6837-BJYDQ
male,0.0,No,No,College,1.0,Self-employed,60–100k,2135-RXIHG
male,0.0,No,Yes,College,2.0,Self-employed,100–150k,6440-DKQGE
male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,3466-BYAVD
female,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,3780-YVMFA
male,0.0,No,No,Bachelor,3.0,Self-employed,>150k,3874-EQOEP
female,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,1679-JRFBR
male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,9073-ZZIAY
female,0.0,Yes,Yes,,4.0,Employed,60–100k,3077-RSNTJ
female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,6551-GNYDG
female,0.0,No,No,Bachelor,2.0,Retired,>150k,9167-APMXZ
male,0.0,Yes,Yes,College,3.0,Employed,60–100k,2749-CTKAJ
male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,6371-NZYEG
male,0.0,No,No,College,2.0,Self-employed,60–100k,7554-NEWDD
female,,No,Yes,College,1.0,Self-employed,60–100k,8992-VONJD
female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,0867-MKZVY
female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,4482-EWFMI
male,0.0,No,No,College,1.0,Retired,100–150k,4648-YPBTM
female,0.0,Yes,Yes,College,2.0,Employed,60–100k,2907-ILJBN
male,0.0,Yes,No,College,2.0,Employed,60–100k,6345-FZOQH
female,0.0,No,No,Bachelor,1.0,Retired,>150k,3376-BMGFE
male,0.0,Yes,No,College,3.0,Retired,100–150k,5997-OPVFA
male,1.0,Yes,No,HighSchool,2.0,Retired,60–100k,3445-HXXGF
female,0.0,Yes,Yes,College,3.0,Employed,60–100k,1159-WFSGR
male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,7654-YWJUF
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,1875-QIVME
male,0.0,Yes,No,College,2.0,Self-employed,100–150k,6727-IOTLZ
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,0691-JVSYA
female,0.0,No,No,College,1.0,Self-employed,60–100k,5918-VUKWP
female,0.0,Yes,No,College,2.0,Employed,60–100k,1744-JHKYS
female,1.0,No,No,College,1.0,Retired,100–150k,2656-FMOKZ
female,1.0,No,No,College,1.0,Retired,100–150k,2070-FNEXE
female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,5947-SGKCL
male,0.0,Yes,No,College,2.0,Self-employed,60–100k,3712-PKXZA
female,0.0,No,No,College,1.0,Self-employed,60–100k,6317-YPKDH
female,0.0,No,No,College,3.0,Employed,60–100k,6582-OIVSP
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,9367-WXLCH
male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,5524-KHNJP
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,1918-ZBFQJ
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,1024-GUALD
male,0.0,No,No,College,1.0,Self-employed,60–100k,4827-USJHP
male,0.0,No,No,College,1.0,Employed,60–100k,8167-GJLRN
female,0.0,No,No,College,1.0,Employed,60–100k,0956-SYCWG
,0.0,Yes,No,College,2.0,Self-employed,100–150k,8017-UVSZU
male,0.0,,Yes,College,2.0,Retired,100–150k,7100-FQPRV
male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,2472-OVKUP
female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,2984-RGEYA
female,0.0,Yes,Yes,Bachelor,7.0,Self-employed,>150k,9680-NIAUV
male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,2146-EGVDT
female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,2604-IJPDU
male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,9178-JHUVJ
male,0.0,No,No,Bachelor,1.0,,>150k,6168-YBYNP
male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,7255-SSFBC
male,0.0,No,Yes,College,1.0,Employed,60–100k,3645-DEYGF
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,9323-HGFWY
female,0.0,No,No,Bachelor,1.0,Retired,>150k,8544-GOQSH
male,0.0,Yes,Yes,College,2.0,,>150k,3363-DTIVD
male,0.0,No,Yes,Bachelor,1.0,Retired,>150k,7018-WBJNK
male,0.0,No,No,Bachelor,1.0,Self-employed,100–150k,9142-KZXOP
female,0.0,No,No,Bachelor,1.0,Retired,>150k,7674-YTAFD
,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,6348-SNFUS
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,1285-OKIPP
female,0.0,No,No,Bachelor,3.0,Retired,>150k,7825-ECJRF
male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,1347-KTTTA
male,0.0,No,No,College,1.0,Self-employed,60–100k,7841-TZDMQ
female,0.0,No,No,College,2.0,Employed,60–100k,4195-NZGTA
male,0.0,No,Yes,College,3.0,Employed,60–100k,7157-SMCFK
female,0.0,Yes,Yes,College,2.0,Employed,60–100k,4709-LKHYG
male,1.0,Yes,No,College,2.0,Retired,100–150k,2504-DSHIH
female,0.0,Yes,No,College,2.0,Self-employed,100–150k,0699-NDKJM
male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,9286-BHDQG
male,0.0,Yes,No,College,2.0,Self-employed,100–150k,0230-WEQUW
male,0.0,Yes,Yes,College,2.0,Retired,100–150k,2040-LDIWQ
female,0.0,No,No,Bachelor,1.0,Retired,>150k,6496-JDSSB
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,9408-SSNVZ
female,0.0,Yes,No,College,3.0,Self-employed,60–100k,4443-EMBNA
male,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,6469-MRVET
male,0.0,Yes,No,College,4.0,Self-employed,60–100k,0742-MOABM
female,0.0,No,No,College,1.0,Self-employed,60–100k,5961-VUSRV
male,0.0,No,No,College,1.0,Self-employed,,6778-JFCMK
female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,6341-JVQGF
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,2232-DMLXU
male,0.0,No,No,Bachelor,1.0,Retired,>150k,4811-JBUVU
female,0.0,Yes,Yes,College,3.0,Retired,100–150k,0945-TSONX
male,0.0,No,No,Bachelor,2.0,Retired,>150k,2651-ZCBXV
male,0.0,No,No,Bachelor,1.0,Retired,>150k,3316-UWXUY
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8937-RDTHP
female,0.0,No,No,College,2.0,Self-employed,60–100k,7083-MIOPC
female,0.0,No,No,College,1.0,Employed,60–100k,1984-GPTEH
male,0.0,No,No,College,1.0,Self-employed,60–100k,1251-KRREG
female,0.0,No,No,College,1.0,Self-employed,60–100k,0621-JFHOL
male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,9903-LYSAB
female,1.0,No,No,College,2.0,Self-employed,100–150k,0094-OIFMO
male,0.0,No,No,College,1.0,Employed,60–100k,9227-UAQFT
female,0.0,No,No,College,2.0,Self-employed,100–150k,7301-ABVAD
,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6614-FHDBO
female,0.0,Yes,Yes,College,2.0,Retired,100–150k,7576-ASEJU
female,1.0,Yes,No,College,2.0,Retired,100–150k,9058-HRZSV
female,1.0,No,No,College,1.0,Retired,60–100k,4522-AKYLR
male,1.0,No,No,College,1.0,Retired,100–150k,0221-WMXNQ
male,0.0,No,No,College,2.0,Self-employed,100–150k,0303-UNCIP
male,1.0,No,No,College,1.0,Retired,100–150k,9947-OTFQU
male,0.0,No,No,College,1.0,Self-employed,60–100k,0322-YINQP
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0959-WHOKV
female,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,4075-JFPGR
female,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,4629-NRXKX
male,1.0,Yes,No,HighSchool,3.0,Retired,60–100k,9514-JDSKI
male,0.0,No,Yes,,2.0,Self-employed,100–150k,3282-ZISZV
male,0.0,No,No,College,2.0,Self-employed,60–100k,3675-YDUPJ
female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,4111-BNXIF
female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,7017-VFHAY
male,0.0,No,No,Bachelor,1.0,Retired,>150k,6655-LHBYW
female,0.0,Yes,No,College,3.0,Self-employed,60–100k,4959-JOSRX
female,1.0,Yes,No,HighSchool,unknown,Retired,60–100k,5046-NUHWD
male,1.0,No,No,HighSchool,1.0,Retired,60–100k,7273-TEFQD
male,1.0,No,No,Bachelor,1.0,Retired,>150k,3606-TWKGI
male,1.0,Yes,No,College,,Retired,100–150k,7529-ZDFXI
female,0.0,No,No,College,1.0,Self-employed,60–100k,7605-BDWDC
female,0.0,Yes,No,Bachelor,4.0,Self-employed,>150k,1950-KSVVJ
female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,0123-CRBRT
male,0.0,No,No,College,2.0,Self-employed,60–100k,6292-TOSSS
female,1.0,No,No,Bachelor,1.0,Retired,>150k,3197-ARFOY
male,0.0,No,No,College,1.0,Employed,60–100k,6323-AYBRX
female,0.0,Yes,No,College,3.0,Self-employed,60–100k,7014-ZZXAW
female,1.0,No,No,College,1.0,Retired,100–150k,4385-GZQXV
male,0.0,Yes,No,College,2.0,Self-employed,100–150k,7633-MVPUY
male,0.0,No,No,College,2.0,Self-employed,60–100k,6366-ZGQGL
male,1.0,Yes,No,Bachelor,3.0,Retired,>150k,4716-HHKQH
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5940-AHUHD
male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,6432-TWQLB
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,4484-GLZOU
male,1.0,Yes,No,College,2.0,Retired,60–100k,3179-GBRWV
male,0.0,No,No,College,2.0,Self-employed,60–100k,8645-KWHJO
female,0.0,No,No,College,2.0,Self-employed,60–100k,4130-MZLCC
female,0.0,No,No,College,3.0,Self-employed,60–100k,0314-TKOSI
female,0.0,No,No,College,1.0,Self-employed,60–100k,8229-MYEJZ
female,0.0,No,Yes,College,2.0,Employed,60–100k,2080-SRCDE
female,0.0,No,No,College,1.0,Self-employed,60–100k,9577-WJVCQ
male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,9512-UIBFX
female,0.0,No,No,Bachelor,1.0,Retired,>150k,6202-DYYFX
female,0.0,No,No,College,2.0,Self-employed,60–100k,3808-HFKDE
male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,5583-SXDAG
male,1.0,No,No,College,1.0,Retired,100–150k,3488-PGMQJ
male,0.0,No,No,College,1.0,Self-employed,60–100k,3580-REOAC
male,1.0,No,No,College,1.0,Retired,100–150k,7534-BFESC
male,0.0,No,No,College,1.0,Self-employed,100–150k,3727-OWVYD
male,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,2294-SALNE
female,1.0,No,No,College,1.0,Retired,100–150k,4847-TAJYI
female,0.0,No,No,College,1.0,Employed,60–100k,1563-IWQEX
male,0.0,No,No,College,2.0,Employed,60–100k,8203-XJZRC
female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,6556-DBKZF
male,1.0,Yes,No,Bachelor,2.0,Retired,>150k,6851-WEFYX
male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,2985-JUUBZ
female,0.0,No,Yes,Bachelor,3.0,Self-employed,>150k,6390-DSAZX
male,0.0,No,No,College,1.0,Retired,100–150k,0895-LMRSF
female,1.0,No,No,College,1.0,,100–150k,8098-LLAZX
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8266-VBFQL
female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,8181-YHCMF
male,0.0,No,Yes,Bachelor,3.0,Self-employed,>150k,2240-HSJQD
male,0.0,Yes,Yes,College,3.0,Employed,60–100k,1248-DYXUB
male,1.0,Yes,No,College,2.0,Retired,100–150k,0265-EDXBD
male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,4115-BNPJY
male,1.0,Yes,Yes,Bachelor,2.0,Retired,>150k,3167-SNQPL
male,0.0,No,Yes,College,1.0,Retired,100–150k,4091-TVOCN
female,0.0,No,No,College,1.0,Self-employed,60–100k,1098-TDVUQ
female,0.0,,No,Bachelor,1.0,Self-employed,>150k,7277-OZCGZ
female,0.0,No,No,Bachelor,1.0,Retired,>150k,1557-EMYVT
female,1.0,Yes,No,College,2.0,Retired,100–150k,2799-ARNLO
male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,7563-BIUPC
male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,5027-YOCXN
male,0.0,No,No,College,1.0,Self-employed,60–100k,3973-SKMLN
female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,2321-OMBXY
male,1.0,Yes,No,College,2.0,Retired,100–150k,2840-XANRC
male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,6745-JEFZB
female,1.0,No,No,College,1.0,Retired,100–150k,5020-ZSTTY
female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,9880-TDQAC
male,0.0,No,Yes,College,1.0,Self-employed,60–100k,8705-WZCYL
female,0.0,Yes,Yes,College,4.0,Employed,60–100k,7102-JJVTX
male,0.0,No,No,College,1.0,Retired,100–150k,8626-PTQGE
female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,4983-CLMLV
female,1.0,Yes,No,College,3.0,Retired,100–150k,5701-YVSVF
female,1.0,No,No,College,1.0,Retired,100–150k,5804-LEPIM
female,1.0,Yes,Yes,HighSchool,3.0,Retired,60–100k,5697-GOMBF
female,1.0,No,No,College,1.0,Retired,100–150k,2739-CACDQ
female,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,9385-EHGDO
female,0.0,No,No,College,1.0,Self-employed,60–100k,9498-FIMXL
female,0.0,No,No,Bachelor,2.0,Retired,>150k,2379-GYFLQ
female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,0122-OAHPZ
female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,2868-SNELZ
male,0.0,,Yes,College,2.0,Retired,100–150k,4322-RCYMT
female,0.0,No,No,Bachelor,2.0,Retired,>150k,6680-NENYN
female,0.0,No,No,,1.0,Self-employed,100–150k,2088-IEBAU
female,0.0,No,No,Bachelor,1.0,Retired,>150k,7982-VCELR
male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,1343-EHPYB
female,1.0,No,No,College,1.0,Retired,60–100k,6035-BXTTY
female,0.0,Yes,No,College,3.0,Self-employed,100–150k,6885-PKOAM
female,0.0,Yes,Yes,College,4.0,Retired,100–150k,7520-HQWJU
male,0.0,No,No,College,1.0,Employed,60–100k,9639-BUJXT
female,0.0,No,Yes,College,2.0,Self-employed,60–100k,5924-SNGKP
female,1.0,No,No,College,1.0,Retired,100–150k,0021-IKXGC
female,0.0,No,No,Bachelor,3.0,Self-employed,>150k,2034-GDRCN
female,0.0,Yes,No,College,2.0,Self-employed,60–100k,8966-SNIZF
female,0.0,No,No,College,1.0,Self-employed,60–100k,6243-OZGFH
female,1.0,Yes,No,College,2.0,Retired,100–150k,4654-DLAMQ
male,0.0,Yes,Yes,College,3.0,Retired,100–150k,0513-RBGPE
male,0.0,No,Yes,College,1.0,Employed,60–100k,5160-UXJED
female,1.0,No,No,College,1.0,Retired,100–150k,4115-NZRKS
male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,0219-YTZUE
female,1.0,No,No,HighSchool,1.0,Retired,60–100k,0623-IIHUG
female,0.0,No,No,Bachelor,3.0,Retired,>150k,4572-DVCGN
female,1.0,No,No,College,3.0,Retired,60–100k,3351-NGXYI
male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,8984-EYLLL
male,1.0,Yes,No,HighSchool,2.0,Retired,60–100k,9057-MSWCO
male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,9833-TGFHX
male,0.0,No,Yes,College,2.0,Employed,60–100k,9294-TDIPC
female,0.0,No,No,Bachelor,1.0,Retired,>150k,5229-DTFYB
male,0.0,Yes,No,College,2.0,Self-employed,60–100k,0104-PPXDV
female,0.0,No,No,College,1.0,Self-employed,60–100k,5176-LMJXE
male,0.0,No,No,Bachelor,2.0,Retired,>150k,3583-KRKMD
male,0.0,Yes,No,Bachelor,1.0,Self-employed,>150k,1010-DIAUQ
male,0.0,Yes,No,College,2.0,Self-employed,100–150k,9069-LGEUL
female,0.0,No,No,College,1.0,Employed,60–100k,7302-ZHMHP
male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,9571-EDEBV
